Alias,sustainability_test,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Company77,Sweden,Finance,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company78,Netherlands,Energy,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company79,Netherlands,Automotive,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company80,Slovakia,Technology,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company81,France,Energy,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company82,Estonia,Automotive,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company83,Malta,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company84,Netherlands,Automotive,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company85,Germany,Finance,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company86,Greece,Finance,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company87,Belgium,Technology,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company88,Latvia,Energy,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company89,Netherlands,Retail,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company90,Spain,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company91,Czech Republic,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company92,Ireland,Healthcare,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company93,Italy,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company94,Belgium,Healthcare,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company95,Hungary,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company96,Hungary,Retail,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company97,Poland,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company98,Estonia,Technology,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company99,Poland,Healthcare,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company100,Spain,Retail,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company101,Austria,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company102,Slovenia,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company103,Austria,Consumer goods,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company104,Hungary,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company105,France,Automotive,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company106,Lithuania,Consumer goods,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company107,Slovenia,Technology,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company108,Romania,Technology,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company109,Malta,Automotive,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company110,Czech Republic,Automotive,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company111,Italy,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company112,France,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company113,Poland,Automotive,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company114,Poland,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company115,Finland,Energy,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company116,Croatia,Energy,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company117,Spain,Energy,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company118,Czech Republic,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company119,Spain,Healthcare,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company120,Malta,Energy,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company121,France,Energy,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company122,Luxembourg,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company123,Belgium,Finance,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company124,Ireland,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company125,Spain,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company126,Greece,Retail,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company127,Belgium,Retail,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company128,France,Finance,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company129,Slovakia,Healthcare,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company130,Greece,Finance,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company131,Sweden,Technology,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company132,Czech Republic,Automotive,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company133,Germany,Energy,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company134,Lithuania,Finance,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company135,Latvia,Finance,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company136,Cyprus,Technology,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company137,Hungary,Finance,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company138,Poland,Technology,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company139,Netherlands,Energy,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company140,Malta,Finance,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company141,Cyprus,Technology,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company142,Germany,Retail,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company143,Austria,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company144,Lithuania,Healthcare,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company145,Belgium,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company146,Cyprus,Consumer goods,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
